epoch,train_loss,train_acc,train_macro_f1,val_loss,val_acc,val_macro_f1,val_balanced_acc,epoch_time_s,peak_gpu_mb
1,0.1431450014998619,0.9648708767361112,0.9119196238252095,0.08458888968918941,0.9729929459187101,0.9333605363376722,0.97502693568146,43.94,11658.8
2,0.10397596306089933,0.9781358506944444,0.9307072849734889,0.07839736948434237,0.9753443063486732,0.9457482819739492,0.9851017768180097,43.74,11658.8
3,0.07705123192863539,0.9841579861111112,0.941129790817114,0.09154723066621362,0.9697682230433322,0.9418076826365768,0.9759796974426904,44.11,11658.8
4,0.06040776449339723,0.98779296875,0.9536998994649271,0.07735137348599028,0.9727242190124287,0.9577786993051574,0.9883876456919569,44.25,11658.8
5,0.049330158187432166,0.9895697699652778,0.9600622654652369,0.09186274566445819,0.9711118575747397,0.9447118326791747,0.9809219860360935,44.07,11658.8
6,0.052654510380913656,0.9911431206597222,0.962671328526177,0.059830627321188365,0.9821968424588512,0.960303645774177,0.9899627500685821,43.91,11658.8
7,0.04326680445915877,0.99267578125,0.9688288904680892,0.10828859467192878,0.9690292240510581,0.9523371611893292,0.9878781920114611,44.02,11658.8
8,0.03577032637784012,0.992919921875,0.9700751944444083,0.06268683651697687,0.9790393013100437,0.9562484973800198,0.9883559701469988,44.19,11658.8
9,0.025021478390448867,0.9940456814236112,0.9720113285090598,0.1088381328907164,0.9698354047699026,0.951622921817063,0.9891894063738076,43.96,11658.8
10,0.039615974015355784,0.9937065972222222,0.9725236703909553,0.045173731451271605,0.9840779308028217,0.9649953061503088,0.9893349282045576,44.09,11658.8
11,0.020582215974678145,0.9947781032986112,0.9777726102984192,0.08310956330380423,0.9740006718172657,0.9511377406630797,0.9775354205388987,43.87,11658.8
12,0.02476189235959383,0.9953477647569444,0.9794760849140663,0.06316957065139352,0.9809875713805845,0.957543109695054,0.986331911146494,44.25,11658.8
13,0.014191733867442559,0.9953748914930556,0.9804899058912182,0.11147675416918981,0.9654685925428284,0.9503738550520232,0.9807355949591947,43.88,11658.8
14,0.016269208905416437,0.9954020182291666,0.9799817551290826,0.09485761310972254,0.969566677863621,0.9435239643800006,0.9813873735144836,43.86,11658.8
15,0.010570501475740457,0.9961751302083334,0.9856561998661646,0.08345548931449934,0.9748068525361102,0.9606321009970632,0.9832021195093777,43.84,11658.8
16,0.015338925727014107,0.9966905381944444,0.9868584549839243,0.06692939511612374,0.9774941215989251,0.958815279674723,0.9893624407582666,43.9,11658.8
17,0.01440283754446783,0.9969211154513888,0.9873196962053633,0.04176196206977759,0.9866308364124958,0.9693998025707155,0.9920559992696302,44.27,11658.8
18,0.015382604624594225,0.9971788194444444,0.9871784378281682,0.07149060167852181,0.9776956667786362,0.9539713711235299,0.9845036657649475,44.33,11658.8
19,0.010671239428524536,0.9974772135416666,0.9883377511352301,0.05795840526159634,0.9840107490762513,0.95966096160493,0.9877810134035585,43.84,11658.8
20,0.012628840717702082,0.9973687065972222,0.9888830793277102,0.05721430351776325,0.983607658716829,0.9564791046085152,0.9877600496883413,43.81,11658.8
21,0.019240851196627773,0.9969753689236112,0.9878224735012032,0.06114825832494527,0.9830030231776956,0.959176826332454,0.9868049476915262,43.89,11658.8
22,0.008776758795445656,0.9977349175347222,0.9922929060035015,0.0732394310876791,0.9809203896540141,0.9511953518745321,0.9786677416652655,44.08,11658.8
23,0.01758638790245944,0.9973008897569444,0.9879694916663271,0.06312426726800435,0.981793752099429,0.9519515801176245,0.9852084139840629,43.97,11658.8
24,0.012949919628327835,0.9975314670138888,0.989102900697639,0.06380673997363859,0.9799798454820289,0.9616342741237011,0.987184538082008,44.25,11658.8
25,0.011339045995353243,0.9978976779513888,0.9901922871864857,0.0961104884284071,0.970641585488747,0.9574185719157787,0.9861099751431011,44.01,11658.8
26,0.006070653098100188,0.9980197482638888,0.9932135120637234,0.054764734279213904,0.9848841115216661,0.9636509983048342,0.9889653490529465,44.18,11658.8
27,0.008071295545000289,0.9980333116319444,0.9920775462805762,0.11376190983964467,0.9692979509573396,0.9497792774426714,0.9783988861468199,44.29,11658.8
