epoch,train_loss,train_acc,train_macro_f1,val_loss,val_acc,val_macro_f1,val_balanced_acc,epoch_time_s,peak_gpu_mb
1,2.8298857965403132,0.14990234375,0.12648228479227058,2.556765606165493,0.2554249244205576,0.1928947329047642,0.26854495265187045,45.76,11008.9
2,1.7671829263369243,0.4145236545138889,0.34425664814658374,2.011414720790275,0.3924756466241182,0.3533647627568347,0.42360988426980806,40.89,11008.9
3,1.4237030028469033,0.5270589192708334,0.4273805317441275,1.7986882208976964,0.486126973463218,0.40793387996861713,0.514396540002914,41.44,11008.9
4,1.2228540653983753,0.6006130642361112,0.4829393079589897,1.9193526975332509,0.5011756802149815,0.4308409012822572,0.529564102679689,40.76,11008.9
5,1.0622092675831583,0.6614447699652778,0.5378125619243999,1.630450014111817,0.5287201881088344,0.43001729498798325,0.550191791115192,40.85,11008.9
6,0.9613812263641093,0.7013617621527778,0.573080744193018,1.5786382215151982,0.5467248908296943,0.4539536293507018,0.5745456927685784,40.67,11008.9
7,0.8791992932351099,0.729248046875,0.5992455635241025,1.6202953155384314,0.5535102452133019,0.4681875994864237,0.5920508236055858,40.59,11008.9
8,0.8192515203522311,0.7459309895833334,0.6193906770463814,1.5951690329614805,0.563587504198858,0.4813665161621401,0.5826290631492409,40.65,11008.9
9,0.7479683923431568,0.7700466579861112,0.643556364994146,1.6963803498745766,0.575478669801814,0.47403519503616326,0.5948121361665621,40.71,11008.9
10,0.7095965719264414,0.7852105034722222,0.6596045271733577,1.5056595922757765,0.6016123614376889,0.5051278468633964,0.6334775785413831,40.74,11008.9
11,0.653912977522446,0.8028293185763888,0.6813853694131222,1.5626586564963882,0.6032919046019483,0.5017260475519122,0.614601338126629,40.53,11008.9
12,0.6157546549414595,0.8122287326388888,0.6924538744238364,1.5057027710417112,0.5979173664763184,0.485362721412377,0.6102646752293417,40.71,11008.9
13,0.553250505330248,0.8283555772569444,0.7227811262841107,1.6673236068159212,0.5955660060463553,0.5124469682941302,0.6147761422457284,40.49,11008.9
14,0.5276335354687439,0.8406439887152778,0.732680241384542,1.43143013334931,0.6251931474638899,0.5122578247232229,0.6524880109927083,40.55,11008.9
15,0.4832359874207113,0.8525661892361112,0.7463422514046979,1.4950347322243591,0.6241182398387639,0.5435747928824536,0.6477192688227922,40.36,11008.9
16,0.4435953894733555,0.8607991536458334,0.7638172264992971,1.4822307345928825,0.6532079274437353,0.583659013937384,0.6704384589691703,40.46,11008.9
17,0.39994952563817304,0.8756374782986112,0.7852993014993247,1.47157925073837,0.6448102116224387,0.6029979248489855,0.6977899554617002,40.71,11008.9
18,0.37825495899758405,0.8802083333333334,0.7924514913179986,1.4753265242629456,0.6683909976486395,0.5858538723977375,0.6867558256313134,40.52,11008.9
19,0.34496208156148594,0.8859185112847222,0.8052537070860911,1.5110952125326034,0.6529392005374538,0.5715454796180152,0.666568984336152,40.54,11008.9
20,0.33235945899246466,0.8956841362847222,0.8178643292249388,1.5052760727180503,0.6667114544843803,0.5923197433322934,0.6909911901354897,40.68,11008.9
21,0.29312994830413824,0.9032524956597222,0.8291740309820501,1.3978185156627434,0.6685925428283507,0.5971735336662956,0.6667937879398894,40.21,11008.9
22,0.2706438342316283,0.9098307291666666,0.8388775916726762,1.419232159226302,0.674773261672825,0.6062575086133921,0.7015841672651706,40.25,11008.9
23,0.2537470898177061,0.9143608940972222,0.8485551063149864,1.5135177671568962,0.6720859926100101,0.589369274788258,0.6821990979925182,40.36,11008.9
24,0.22965367569122463,0.9227294921875,0.8623369835934506,1.4793326473532404,0.6863285186429291,0.629005904067714,0.7095480238773606,40.09,11008.9
25,0.2077978985099536,0.9267578125,0.8709469728151636,1.5101335766053576,0.6941887806516628,0.6447234909803914,0.7362367960779117,40.7,11008.9
26,0.19551292426573733,0.9324815538194444,0.8777709650601906,1.5646015422553234,0.6939200537453812,0.6432763019091479,0.7330843668735708,40.49,11008.9
27,0.17759011891515306,0.9376763237847222,0.8886762897852573,1.6287159823794712,0.6919046019482701,0.6274957168975558,0.7209514475554034,40.49,11008.9
28,0.16796584497205913,0.94140625,0.8929841850579279,1.6266105701429234,0.7053409472623446,0.6525610810114044,0.7322370167594094,40.56,11008.9
29,0.14655446800558516,0.9463026258680556,0.9058570345574345,1.5933446898650996,0.7039301310043669,0.6622088091396872,0.7580405982416409,40.43,11008.9
30,0.13108886810692233,0.9518229166666666,0.9132341704211958,1.6852550748053676,0.702519314746389,0.6491239483551172,0.7268442584388606,40.31,11008.9
31,0.12191635323688388,0.9534369574652778,0.9191210131806503,1.6479227328404589,0.7203896540141081,0.6623172508555696,0.7206116616174566,40.37,11008.9
32,0.11450251855421811,0.9576822916666666,0.9209651626048325,1.52554642688239,0.7333557272421901,0.6652495249658078,0.7313808034624173,40.25,11008.9
33,0.10579214501194656,0.962158203125,0.9300435712108637,1.6320635294409698,0.7317433658045012,0.6644184929730036,0.7348589199376694,40.2,11008.9
34,0.092463918030262,0.9659288194444444,0.9401537657638107,1.7302902488619198,0.7170977494121599,0.6541065766473858,0.7306485858976792,40.28,11008.9
35,0.08417208600763439,0.9673665364583334,0.9432321478417826,1.7031445239238543,0.7275780987571381,0.6585015939170179,0.7468285550815176,40.55,11008.9
36,0.0770772223865303,0.9707709418402778,0.9449396647601402,1.7262498392228276,0.7346321800470272,0.668665513402013,0.7457456601632394,40.24,11008.9
37,0.06905744599579419,0.9732259114583334,0.9508802000698606,1.8056170448335498,0.731004366812227,0.6682480946254804,0.7418672225037147,40.41,11008.9
38,0.06406684176504819,0.9756266276041666,0.9559534090645588,1.934458329529321,0.7342962714141753,0.6724951093203384,0.753126032210249,40.53,11008.9
39,0.05760698406245663,0.9774576822916666,0.959670715214737,1.8763436858826008,0.7402082633523681,0.6811397815118847,0.7571837703974952,40.46,11008.9
40,0.05368092254826075,0.9793023003472222,0.9633513606691235,1.8843043592554192,0.7447094390325831,0.6818358918283867,0.7501496761235008,40.59,11008.9
41,0.048761209880467504,0.9806586371527778,0.965212731737817,1.9151193953071979,0.7431642593214646,0.6704945101061462,0.745077368637265,40.36,11008.9
42,0.04641736151178419,0.9824490017361112,0.9683384782105288,1.9233951219264638,0.7420893516963386,0.6709344759164625,0.7435022862610488,40.25,11008.9
43,0.042506277174753554,0.9833441840277778,0.9692733516408056,1.920466268259305,0.7512932482364797,0.673894664558015,0.7434945303051559,40.1,11008.9
44,0.04074341072312867,0.9845784505208334,0.9711066280277589,2.016308714254194,0.7452468928451461,0.6677810901674148,0.7386486102394064,40.43,11008.9
45,0.038227421493502334,0.9857313368055556,0.9714585111303475,2.0327581430373973,0.7480013436345314,0.671124545484154,0.7437002463928409,40.18,11008.9
46,0.037815965125143215,0.9859619140625,0.9734927866748577,2.0652042537422077,0.7455828014779979,0.6673762724358321,0.7384955412818051,40.41,11008.9
47,0.034918890365386486,0.9865587022569444,0.9744457231537385,2.085226751059584,0.7457171649311387,0.6636588919843669,0.7361162045437748,40.33,11008.9
48,0.03393399417109322,0.9870876736111112,0.974384045596365,2.0741590919340362,0.7478669801813906,0.6628978611085666,0.7375161380056116,40.03,11008.9
49,0.03415944458619277,0.9872097439236112,0.9745740591895657,2.073413629256762,0.7472623446422573,0.6655405854238978,0.739769945787318,40.03,11008.9
50,0.033059294720361426,0.9875623914930556,0.9751125540394364,2.0778004283412694,0.7467920725562647,0.6655939922074487,0.7397508217742738,40.38,11008.9
